tpsaEfficiency	TopoPSA	nHBDon	nHBAcc	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA	bpol	apol
cefpodoxime	0.491685018985696	209.98	3	9	448.699247020978	1366.35028020591	39.933885197137	260.988979612986	-794.74696646457	-57.2198688769162	187.710267407991	2161.09724667048	97.1537540740532	0.632248401737124	1.92528243942623	0.0562696176975382	0.367751598262876	-1.11985367184973	-0.0806267692340181	318.436572910313	969.682707320153	28.3406081681605	185.220806112548	-564.022565252963	-40.6082672714866	0.0992367706824508	0.12460914460854	0.767732202833941	1.63241440342187	486.400158734846	223.288067899118	0.685371604714132	0.314628395285868	33.150519	53.847481
cefprozil	0.388735268024212	158.26	5	8	365.772392890035	1171.14288705839	30.3671395339167	296.061679091508	-947.940676602197	-66.5240423575364	69.710713798527	2119.08356366059	96.8911818914531	0.552664796774373	1.76954154619446	0.0458833124789071	0.447335203225627	-1.43229355624446	-0.1005146836251	242.080632204845	775.102265814078	20.0980076121638	195.943706630826	-627.379437992572	-44.027877838161	0.0944553059486164	0.128363964632462	0.689154142901819	0.17547167881066	410.770635289571	251.063436691973	0.620655014118139	0.379344985881861	28.175347	56.694653
ceftaroline	0.497258608262025	340.13	4	13	675.111277021163	2847.07381309002	67.8087526727441	451.761105398521	-1905.16327712359	-91.8453326644343	223.350171622642	4752.23709021361	159.654085337178	0.599101803854245	2.52652727807263	0.0601742963361488	0.400898196145755	-1.69066462790819	-0.0815046442678974	760.764253135233	3208.28885068144	76.4118106732422	509.077113124981	-2146.87588099075	-103.4979688337	0.0943858757402715	0.0846490275484259	0.587725084751007	0.209422050925228	720.875446254628	405.996936165056	0.639713473771292	0.360286526228708	55.503347	83.168653
ceftazidime	0.448197007650435	244.76	3	10	582.002226575625	2142.64797109165	51.8225012691077	391.505955532522	-1441.33373205069	-79.3767583642217	190.496271043103	3583.98170314233	131.199259633329	0.597840097568867	2.20095527749105	0.0532327331413745	0.402159902431133	-1.48055636155975	-0.0815368168681747	566.583929576531	2085.88533123514	50.4496290027862	381.134251054979	-1403.15018129982	-77.2739237367911	0.107941745276448	0.0949824513295191	0.346251477161772	0.201417415638818	634.342534631217	339.16564747693	0.65160472843437	0.348395271565629	40.596554	71.4034459999999
ceftibuten	0.52790554130324	216.46	4	10	346.946333463552	1036.56115728801	36.4373930611098	355.824588839829	-1063.08645466084	-80.9431790461235	-8.87825537627697	2099.64761194885	117.380572107233	0.493683393055608	1.47496307031403	0.0518481796908781	0.506316606944392	-1.51270694464208	-0.115177188579212	243.823794757956	728.465040531157	25.6071403278869	250.063174477188	-747.106248230229	-56.8845125924118	0.10102503578057	0.110882900580563	0.930890633707612	3.86832841964764	377.186322599303	325.584599704078	0.536713046355203	0.463286953644797	26.996898	50.747102
ceftizoxime	0.524102432432004	200.75	3	8	386.728844834735	1046.52257157104	36.3949224805763	251.339070541171	-680.14582814847	-52.9122291373256	135.389774293564	1726.66839971951	89.3071516179019	0.606093545084304	1.6401429163767	0.0570392611876353	0.393906454915696	-1.0659458213751	-0.082925700951682	246.759267839432	667.752475636167	23.222432317449	160.371396792723	-433.979230718314	-33.7615957435456	0.111537166520354	0.120811023322107	0.922523383836801	4.05642116186562	437.008660808654	201.059254567253	0.684893645766843	0.315106354233157	26.861691	46.858309
ceftriaxone	0.525786612571054	291.31	4	13	446.979715916989	1726.53578392955	46.4323428385202	408.254882253746	-1576.95447483336	-91.8323877479603	38.7248336632435	3303.49025876291	138.26473058648	0.522639889537954	2.01878617588957	0.0542919368999272	0.477360110462046	-1.84388526634249	-0.107376838991758	382.272517732736	1476.59313739639	39.7105460696276	349.153700175523	-1348.66602661765	-78.5382352346859	0.0834807498325246	0.0879504806519001	1.22341636435338	4.71891100865396	494.649653793938	360.584944376797	0.578378908958953	0.421621091041047	38.865726	66.796274
cefuroxime	0.469404870974784	199.06	3	9	406.451927138589	1326.10433500463	37.091895179877	304.054668019173	-992.019440471585	-69.5938494875376	102.397259119415	2318.12377547622	106.685744667415	0.572059330495503	1.86642086652297	0.0522048569748195	0.427940669504497	-1.39621426068721	-0.097949617866791	288.78677484655	942.205875888091	26.354036152203	216.032846916127	-704.836354979775	-49.4468890433121	0.102641667286428	0.100200305831515	0.832809041082543	2.8678589028081	448.711224342969	261.795370814793	0.631537029214115	0.368462970785885	31.331312	52.544688
celecoxib	0.226621531302093	86.36	1	4	331.312688496814	643.371831621189	29.2003811997673	360.033120354701	-699.143667385149	-50.5896399346407	-28.7204318578871	1342.51549900634	79.790021134408	0.479228606371681	0.930607842535384	0.0422370119640645	0.520771393628319	-1.01127924467581	-0.0731755935841742	229.0516386116	444.792419324432	20.1875611593257	248.907388804956	-483.350044231801	-34.9749355401211	0.22392049968027	0.115750078626414	4.11956868319624	1.71478797302425	574.320476213899	117.025332637617	0.830728224371501	0.169271775628499	26.709898	48.730102
celiprolol	0.239685414689831	90.9	3	6	642.681892330171	1535.43399242457	31.6031305985113	167.605178891184	-400.426232708788	-29.5860964594204	475.076713438987	1935.86022513336	61.1892270579317	0.793153334362659	1.89492594286392	0.039002387821486	0.206846665637341	-0.494178232543216	-0.0365131044418924	520.756828263212	1244.14231277542	25.6076081340937	135.808309525269	-324.460199341805	-23.9732314489763	0.116635959868826	0.162866293515844	0.396148714150762	3.19111402526155	696.803777944659	113.483293276695	0.859946804895158	0.140053195104842	43.207831	63.7121689999999
cephalexin	0.397673279102897	138.03	3	7	392.131664250593	952.954381017094	31.743888280325	236.991711416538	-575.934845992961	-50.6846009879736	155.139952834055	1528.88922701006	82.4284892682986	0.623298512529074	1.51473370387258	0.0504573339794653	0.376701487470925	-0.915456122389718	-0.0805638495537175	246.699196319303	599.525877042255	19.9708221517183	149.097025491503	-362.334074475421	-31.8868672678956	0.124309971765584	0.134523685776152	0.492582002847523	3.85023724917967	428.426975051368	200.696400615763	0.680990393334309	0.319009606665691	25.718519	48.903481
cephaloridine	0.354064131960758	146.96	1	6	375.782554281924	885.73350407559	24.0322187246115	306.005695231823	-721.266843328303	-52.9226436029395	69.7768590501007	1607.00034740389	76.9548623275511	0.551171943121538	1.29913283883566	0.0352488015769579	0.448828056878462	-1.05790447964263	-0.0776232850018816	256.204129881677	603.882695279374	16.3848843361844	208.631087293342	-491.751258545109	-36.082036541688	0.168596733049765	0.148355309156053	0.254502714953807	0.262165471518205	509.416448262749	172.371801250998	0.747176925718603	0.252823074281397	31.596519	57.083481
cephalothin	0.420533043351546	166.55	2	8	383.007922860869	971.380042219748	29.9196565834524	272.555971970577	-691.253145842098	-57.2024535908017	110.451950890292	1662.63318806185	87.1221101742541	0.584241941755114	1.48174731689503	0.0456395735325619	0.415758058244886	-1.054440537821	-0.0872568700652882	251.086165661973	636.801683839112	19.6142466018674	178.677854544602	-453.160604602735	-37.4998632699009	0.119151169103888	0.128900955408965	0.55832439463062	1.86851500719909	430.344426492532	225.219468338913	0.656449249089869	0.343550750910131	30.439312	51.640688
cephradine	0.395377237664107	138.03	3	7	370.521073810554	899.931845418761	23.3036040067274	235.149265499978	-571.137048357096	-50.5571006263352	135.371808310576	1471.06889377586	73.8607046330625	0.611753704552114	1.48584433974958	0.0384757226732535	0.388246295447886	-0.942983354620358	-0.083472967627715	224.413624496541	545.062026171134	14.1143017459128	142.422935423994	-345.920769871258	-30.6209362909091	0.124379687117346	0.134599129169315	0.352041608590132	3.41924150088915	443.317273381373	162.353065929159	0.731944829733656	0.268055170266344	27.904933	50.237067
ceritinib	0.203904098147011	113.62	3	7	666.505963869128	1849.86186056488	34.3539922140005	273.570665491532	-759.284939213995	-40.3210063629808	392.935298377597	2609.14679977887	74.6749985769813	0.708991100355739	1.96777773512246	0.0365438211535632	0.291008899644261	-0.807684092445081	-0.0428911911047112	626.566679962868	1739.01190266267	32.29538520562	257.177389107232	-713.786026380606	-37.9048357541407	0.0745173586082258	0.122908146979042	0.909266530154756	1.40361407756001	799.47541100372	140.60121835694	0.850436428302061	0.14956357169794	52.787452	86.2705479999999
cetirizine	0.136569023774079	53.01	1	5	484.403087554867	1073.10830989874	38.2023508406929	257.973107934156	-571.49323149843	-43.5990291017633	226.429979620711	1644.60154139717	81.8013799424562	0.652503529205671	1.4455047406145	0.0514595579341387	0.347496470794328	-0.76981621308853	-0.0587290235957033	359.609321222119	796.650064450285	28.3605158758505	191.513094406638	-424.262970947532	-32.3668813515823	0.128619941019196	0.166622490603939	2.09931539813981	1.84589033035005	584.635339368262	157.740856120762	0.78751897342714	0.21248102657286	34.584175	60.415825
cetostearyl_alcohol	0.0748449088523847	20.23	1	1	629.113353659317	811.252295145177	22.4921066948974	74.7783481856936	-96.427942977126	-15.6185747238293	554.335005473623	907.680238122303	38.1106814187267	0.893764412920783	1.15252430596746	0.0319539307480711	0.106235587079217	-0.136992583836936	-0.02218888883459	442.827669160678	571.033758655409	15.8320072595509	52.6358587655866	-67.8748288875828	-10.9937851427497	0.16263730223215	0.306863536726346	4.24188902513215	10.6617326582162	643.065592057914	60.8261097870961	0.913585982577062	0.0864140174229379	41.541866	57.820134
cetrorelix	0.346702429927496	495.67	17	30	1241.47131742502	12443.9561817865	83.559789123616	650.281094072432	-6518.12839080775	-127.389938268596	591.190223352591	18962.0845725943	210.949727392212	0.65625465038647	6.578004661792	0.0441705735992548	0.34374534961353	-3.44555045955945	-0.0673396462953404	2348.55635854371	23540.8841154633	158.074432578819	1230.17082786273	-12330.6851017606	-240.990222920128	0.02682327441264	0.0392991057808655	0.101226696960267	0.662562797418056	1462.61522379437	429.137187703082	0.773153619313539	0.226846380686461	121.071044	216.652956000001
cetylpyridinium	0.0127505572732797	3.88	0	0	676.501300870682	877.838225141996	23.4883088262591	95.2105795812486	-123.546674761415	-5.81089898044518	581.290721289434	1001.38489990341	29.2992078067043	0.87662418838817	1.13752068275522	0.0304366298112501	0.12337581161183	-0.160094301890316	-0.00752988145918163	522.064091023092	677.438187456916	18.1262069729481	73.4751354075636	-95.3424367037144	-4.48433977931556	0.0626763862621951	0.272628619871227	1.2021215466052	0.570099871158279	769.620757841885	2.09112261004571	0.997290280656531	0.00270971934346935	43.521866	63.3981339999999
cevimeline	0.189700726982151	37.77	0	2	333.05781049096	297.65034703442	12.7425103055288	90.2800217172877	-80.6823288570049	-10.9414232656586	242.777788773672	378.332675891425	23.6839335711874	0.786742372524653	0.703103583919711	0.0301000981628793	0.213257627475348	-0.190586152993092	-0.0258456070618237	140.995971493268	126.006652669584	5.3943866896338	38.2189486855101	-34.1558821958374	-4.6319184065568	0.113591436371949	0.400914383666416	0.257205419368629	2.38627557229024	407.342470481111	15.9953617271364	0.962216082499171	0.0377839175008293	24.760519	33.737481
charcoal	0	0	0	0	0	0	0	120.762821603992	0	0	-120.762821603992	0	0	0	0	0	1	0	0	0	0	0	14.5836590817575	0	0	NA	NA	NA	NA	120.762821603992	0	1	0	0	1.76
chlorambucil	0.133760379255013	40.54	1	3	357.396252377096	546.629574069167	21.4140376230137	295.526143900073	-452.000627012598	-51.244263213366	61.8701084770231	998.630201081766	72.6583008363798	0.547379373743185	0.83720450881443	0.0327972171656421	0.452620626256816	-0.692273124018742	-0.0784844623274534	233.352017522533	356.906691377209	13.9817047587876	192.955638037787	-295.121332507848	-33.4585271327289	0.169248566383947	0.216754681335532	0.830331711176332	7.53097122411508	538.949219077285	113.973177199884	0.825441464636937	0.174558535363063	24.548933	44.373067
chloramphenicol	0.465927274636504	195.68	5	8	180.821957359607	521.218104188936	19.9940922133382	344.165246748192	-992.054062776574	-57.3080734414692	-163.343289388586	1513.27216696551	77.3021656548075	0.344431170788074	0.992820587074559	0.0380849134167329	0.655568829211926	-1.88967284347919	-0.109160895719092	94.9292138355196	273.632835248517	10.4966425697539	180.682350641404	-520.815688740857	-30.0860052488413	0.136985995649869	0.136800017442633	0	1.93237095398292	402.859123240127	122.128080867672	0.767369414126531	0.232630585873469	25.494898	45.373102
chlorcyclizine	0.0215899731593331	6.48	0	2	383.917315759313	488.087140834985	19.9704367253231	176.460575908414	-224.340331706289	-16.2689891838318	207.456739850899	712.427472541274	36.2394259091549	0.685104322400632	0.870996425969627	0.0356374457705488	0.314895677599367	-0.400337584765587	-0.0290321752976622	215.138775979937	273.513242931238	11.1909912278203	98.8846054900297	-125.715362097609	-9.1167818584007	0.0571230411042534	0.238630533700733	0.255094850618167	1.34239562751486	554.045618975335	6.33227269239193	0.988699995509197	0.0113000044908028	27.337347	50.062653
chlordiazepoxide	0.168715967312958	50.46	1	2	345.750957458861	473.503068328819	23.7156768096593	226.104579344139	-309.648345935196	-24.9014897944326	119.646378114722	783.151414264014	48.6171666040919	0.604612415561817	0.828011688014726	0.041471447390793	0.395387584438184	-0.541480017254546	-0.0435450707247607	197.719599377788	270.775351317044	13.5619410926341	129.299155594459	-177.074121084932	-14.2400548135897	0.0941324742046824	0.20296338825082	2.8653867179417	1.68572979030342	550.001832906465	21.853703896534	0.961784572343727	0.0382154276562727	19.322898	43.777102
chlorhexidine	0.332366000896279	167.58	10	10	553.449698118857	1814.12157065645	47.3045995198	457.960433089296	-1501.12269100207	-62.0471869859458	95.4892650295609	3315.24426165852	109.351786505746	0.547206005794848	1.79365572350896	0.0467709369919932	0.452793994205152	-1.48418791218647	-0.0613472073013833	559.764631791506	1834.82093580518	47.8443512070701	463.185821718987	-1518.25069786594	-62.7551535305522	0.0577839955706578	0.084977246790181	1.44447938328628	2.48276421641637	884.823582222569	126.586548985584	0.874841525628804	0.125158474371196	37.59621	74.0837899999999
chloride_ion	0	0	0	0	0	0	0	128.679635091038	0	0	-128.679635091038	0	0	0	0	0	1	0	0	0	0	0	16.5584484871627	0	0	NA	NA	NA	NA	128.679635091038	0	1	0	0	2.18
chlorine	0.283867793843413	169.26	5	8	556.985462475702	1889.00207092108	31.0997017437232	327.868390301082	-1111.9573310144	-62.6729651049739	229.11707217462	3000.95940193549	93.7726668486971	0.629466053323733	2.1348181566856	0.0351467099862066	0.370533946676267	-1.25665648346893	-0.0708286062249695	492.850732412283	1671.49076035784	27.5186909081423	290.115608361634	-983.919728471485	-55.4564146380811	0.0862510836532413	0.0977513777744414	0.016274881606824	2.98150148365709	622.479160822945	262.374691953838	0.703482455175538	0.296517544824462	46.189452	93.0565479999999
chlormadinone	0.15012499594204	54.37	1	3	381.764244869129	594.145442834777	17.2208999507137	198.275091709087	-308.578510821476	-38.5905850497404	183.489153160043	902.723953656253	55.8114850004541	0.658169577120827	1.02431922348539	0.0296891932404166	0.341830422879173	-0.531995834354703	-0.0665309792218491	221.438279323173	344.627728492854	9.98879938269179	115.007352654923	-178.987674699183	-22.3840573504166	0.135800172979532	0.24498440682491	3.71616816323372	3.00703431641913	458.978898157681	121.060438420534	0.791289261285799	0.2087107387142	31.852589	59.549411
chlormethiazole	0.255455369700744	41.13	0	1	291.693801743006	154.128479058705	13.848971612068	167.922545199044	-88.7288188385916	-21.4452790792683	123.771256543962	242.857297897297	35.2942506913363	0.634646273318438	0.335341595407046	0.0301315906281596	0.365353726681562	-0.193049745573516	-0.0466590869144439	134.067239582758	70.839968504696	6.36521374124284	77.1799467935955	-40.7812155830764	-9.85660082956603	0.172937165605067	0.478749706218221	5.03465321173185	13.0569173861826	432.343395718073	27.2729512239764	0.940661485594604	0.0593385144053963	12.765656	22.074344
